index,country,person_name,unique_id,individual_id,company_id,gender,company_name,dual_listed,ticker,role_name,role_start_date,role_end_date,tenure_days,tenure_year,start_year,start_month,start_quarter,start_half,sector_bx,industry,appointment,revenue,market_cap,half_year,count
Nikkei 225,Japan,Yukikazu Myochin,1.86738E+11,1867380,17731,Male,KAWASAKI KISEN KAISHA LTD (K Line),No,9107,President/CEO (Representative Director),01/04/2019,08:29.6,1571,4.304109589,2019,4,2,H1,Transport,Industrial & Natural Resources,Internal,6218983323,6718549815,2019 H1,1
Nikkei 225,Japan,Shinji Shimomura,1.45549E+11,1455493,29474,Male,SUMITOMO HEAVY INDUSTRIES LTD,No,6302,President/CEO (Representative Director),01/04/2019,08:29.6,1571,4.304109589,2019,4,2,H1,Engineering & Machinery,Industrial & Natural Resources,Internal,7755246364,2933996667,2019 H1,1
Nikkei 225,Japan,Masumi Kakinoki,1.26646E+11,1266455,19743,Male,MARUBENI CORP (Formerly known as Marubeni-Iida Co Ltd),No,8002,President/CEO (Representative Director),01/04/2019,08:29.6,1571,4.304109589,2019,4,2,H1,Wholesale Trade,Consumer,Internal,69902211193,28984461241,2019 H1,1
Nikkei 225,Japan,Kotaro Hirano,1.91473E+11,1914729,14860,Male,HITACHI CONSTRUCTION MACHINERY CO LTD,No,6305,Chairman/President/CEO (Representative Director),01/04/2019,08:29.6,1571,4.304109589,2019,4,2,H1,Engineering & Machinery,Industrial & Natural Resources,Internal,8420552860,5950525038,2019 H1,1
Nikkei 225,Japan,Doctor Sunao Manabe,1.13983E+13,1139830,1050758,Male,DAIICHI SANKYO CO LTD,No,4568,Chairperson/CEO (Representative Director),17/06/2019,08:29.6,1494,4.093150685,2019,6,2,H1,Pharmaceuticals and Biotechnology,Healthcare,Internal,8584295714,55541642187,2019 H1,1
Nikkei 225,Japan,Naoki Ono,1.37493E+11,1374932,20855,Male,MITSUBISHI MATERIALS CORP,No,5711,CEO (Representative Executive Officer),21/06/2019,08:29.6,1490,4.082191781,2019,6,2,H1,Steel & Other Metals,Industrial & Natural Resources,Internal,14884480902,2330683176,2019 H1,1
Nikkei 225,Japan,Takao Kato,2.17528E+11,2175283,20856,Male,MITSUBISHI MOTORS CORP,No,7211,President/CEO (Representative Executive Officer),21/06/2019,08:29.6,1490,4.082191781,2019,6,2,H1,Automobiles & Parts,Industrial & Natural Resources,Internal,16750628573,5239673671,2019 H1,1
Nikkei 225,Japan,Satoru Komiya,1.53441E+12,1534411,493344,Male,TOKIO MARINE HOLDINGS INC (Millea Holdings Inc prior to 07/2008),No,8766,President/Group CEO/Group Chief Culture Officer (Representative Director),24/06/2019,08:29.6,1487,4.073972603,2019,6,2,H1,Insurance,Financial Services,Internal,48173720998,46267632318,2019 H1,1
Nikkei 225,Japan,Takahito Tokita,1.69184E+11,1691844,12625,Male,FUJITSU LTD,No,6702,CEO/Chief Digital Transformation Officer (Representative Director),24/06/2019,08:29.6,1487,4.073972603,2019,6,2,H1,Information Technology Hardware,Technology,Internal,29467625990,26467930246,2019 H1,1
Nikkei 225,Japan,Toshio (Toshi) Hiroe,18653008614,1865300,8614,Male,SCREEN HOLDINGS CO LTD (Dainippon Screen Mfg Co Ltd prior to 10/2014),No,7735,President/CEO (Representative Director),25/06/2019,08:29.6,1486,4.071232877,2019,6,2,H1,Information Technology Hardware,Technology,Internal,3383671187,5604495706,2019 H1,1
Nikkei 225,Japan,Keiichi Yoshii,11400958627,1140095,8627,Male,DAIWA HOUSE INDUSTRY CO LTD,No,1925,President/CEO (Representative Director),25/06/2019,08:29.6,1486,4.071232877,2019,6,2,H1,Construction & Building Materials,Industrial & Natural Resources,Internal,36472946351,17102374114,2019 H1,1
Nikkei 225,Japan,Toru Nozawa,1.37352E+11,1373523,22237,Male,NIPPON PAPER INDUSTRIES CO LTD,No,3863,President/CEO (Representative Director),27/06/2019,08:29.6,1484,4.065753425,2019,6,2,H1,Forestry & Paper,Industrial & Natural Resources,Internal,8585889518,952650101,2019 H1,1
Nikkei 225,Japan,Toshikazu Umatate,1.26731E+11,1267314,22215,Male,NIKON CORP,No,7731,President/CEO/CTO (Representative Director),27/06/2019,08:29.6,1484,4.065753425,2019,6,2,H1,Leisure Goods,Consumer,Internal,4074682573,4575218995,2019 H1,1
Nikkei 225,Japan,Makoto Uchida,1.80756E+11,1807564,22265,Male,NISSAN MOTOR CO LTD,No,7201,President/CEO (Representative Executive Officer),01/12/2019,08:29.6,1327,3.635616438,2019,12,4,H2,Automobiles & Parts,Industrial & Natural Resources,Internal,69212061066,17797244437,2019 H2,1
Nikkei 225,Japan,Yu Nakata,2.19571E+11,2195710,17864,Male,KEYENCE CORPORATION,No,6861,President/CEO (Representative Director),21/12/2019,08:29.6,1307,3.580821918,2019,12,4,H2,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,6337888878,1.13146E+11,2019 H2,1
Nikkei 225,Japan,Shuichi Ishibashi,11390065084,1139006,5084,Male,BRIDGESTONE CORP,No,5108,Global CEO (Representative Executive Officer),24/03/2020,08:29.6,1213,3.323287671,2020,3,1,H1,Automobiles & Parts,Industrial & Natural Resources,Internal,28201957020,28654912596,2020 H1,1
Nikkei 225,Japan,Yasunori Ogawa,1.90774E+12,1907743,818934,Male,SEIKO EPSON CORP,No,6724,President/CEO (Representative Director),01/04/2020,08:29.6,1205,3.301369863,2020,4,2,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,10017325659,6006112157,2020 H1,1
Nikkei 225,Japan,Hironori Nishikawa,1.60448E+13,1604480,2019953,Male,TOKYU FUDOSAN HOLDINGS CORP,No,3289,President/CEO (Representative Director),01/04/2020,08:29.6,1205,3.301369863,2020,4,2,H1,Real Estate,Financial Services,Internal,7457484285,4112566552,2020 H1,1
Nikkei 225,Japan,Osamu Hashimoto,1.64029E+11,1640290,20863,Male,MITSUI CHEMICALS INC,No,4183,President/CEO (Representative Director),01/04/2020,08:29.6,1205,3.301369863,2020,4,2,H1,Chemicals,Industrial & Natural Resources,Internal,13249015866,5854560669,2020 H1,1
Nikkei 225,Japan,Kentaro Okuda,1.26778E+11,1267777,22345,Male,NOMURA HOLDINGS INC (Nomura Securities Co Ltd prior to 10/2001),No,8604,President/Group CEO (Representative Executive Officer),01/04/2020,08:29.6,1205,3.301369863,2020,4,2,H1,Speciality & Other Finance,Financial Services,Internal,13095476647,12112045992,2020 H1,1
Nikkei 225,Japan,Hironori Kamezawa,1.40421E+12,1404207,874388,Male,MITSUBISHI UFJ FINANCIAL GROUP INC,No,8306,President/Group CEO (Representative Corporate Executive Officer),01/04/2020,08:29.6,1205,3.301369863,2020,4,2,H1,Banks,Financial Services,Internal,32251755647,94655732010,2020 H1,1
Nikkei 225,Japan,Akio Yoshida,1468105956,1468105,956,Male,AEON CO LTD (Jusco Co Ltd prior to 08/2001),No,8267,President/CEO (Representative Executive Officer),22/05/2020,08:29.6,1154,3.161643836,2020,5,2,H1,General Retailers,Consumer,Internal,75764199061,17850348297,2020 H1,1
Nikkei 225,Japan,Kei Tanikawa,1.38059E+12,1380592,251107,Male,AOZORA BANK LTD,No,8304,President/CEO (Representative Director),24/06/2020,08:29.6,1121,3.071232877,2020,6,2,H1,Banks,Financial Services,Internal,1106929952,2207558013,2020 H1,1
Nikkei 225,Japan,Yoshiro Aikawa,2.22421E+11,2224205,29904,Male,TAISEI CORPORATION,No,1801,President/CEO (Representative Director),24/06/2020,08:29.6,1121,3.071232877,2020,6,2,H1,Construction & Building Materials,Industrial & Natural Resources,Internal,12678466787,6496797112,2020 H1,1
Nikkei 225,Japan,Noriyuki Hara,1.719E+13,1719004,1887639,Male,MS & AD INSURANCE GROUP HOLDINGS INC (Mitsui Sumitomo Insurance Group Holdings Inc prior to 04/2010),No,8725,President/CEO (Representative Director),25/06/2020,08:29.6,1120,3.068493151,2020,6,2,H1,Insurance,Financial Services,Internal,42162219777,19543481056,2020 H1,1
Nikkei 225,Japan,Yasuhiko Hashimoto,1.39351E+11,1393510,17730,Male,KAWASAKI HEAVY INDUSTRIES LTD (KHI),No,7012,President/CEO (Representative Director),25/06/2020,08:29.6,1120,3.068493151,2020,6,2,H1,Engineering & Machinery,Industrial & Natural Resources,Internal,12330450580,4410769859,2020 H1,1
Nikkei 225,Japan,Kazuo Kawamura,1.40038E+13,1400384,1958995,Male,MEIJI HOLDINGS CO LTD,No,2269,President/CEO (Representative Director),26/06/2020,08:29.6,1119,3.065753425,2020,6,2,H1,Food Producers & Processors,Consumer,Internal,8323043256,6646923748,2020 H1,1
Nikkei 225,Japan,Akira Warita,1.86741E+11,1867411,19815,Male,MATSUI SECURITIES CO LTD,No,8628,President/CEO (Representative Director),28/06/2020,08:29.6,1117,3.060273973,2020,6,2,H1,Speciality & Other Finance,Financial Services,Internal,251525322,1437958532,2020 H1,1
Nikkei 225,Japan,Susumu Fujita,20980678475,2098067,8475,Male,CYBERAGENT INC,No,4751,President/CEO (Representative Director),01/10/2020,08:29.6,1022,2.8,2020,10,4,H2,Media & Entertainment,Consumer,Internal,4908831607,3542820974,2020 H2,1
Nikkei 225,Japan,Yoshihiro Hasebe,1.40192E+11,1401921,17692,Male,KAO CORP,No,4452,President/CEO (Representative Director),01/01/2021,08:29.6,930,2.547945205,2021,1,1,H1,Chemicals,Industrial & Natural Resources,Internal,11829578465,17279615490,2021 H1,1
Nikkei 225,Japan,Yoshinori Hirai,12664902685,1266490,2685,Male,AGC INC (Asahi Glass Co Ltd prior to 07/2018),No,5201,President/CEO (Representative Director),01/01/2021,08:29.6,930,2.547945205,2021,1,1,H1,Construction & Building Materials,Industrial & Natural Resources,Internal,15526743104,7895552539,2021 H1,1
Nikkei 225,Japan,Doctor Osamu Okuda,13967936776,1396793,6776,Male,CHUGAI PHARMACEUTICAL COMPANY LTD,No,4519,Chairman/President/CEO (Representative Director),23/03/2021,08:29.6,849,2.326027397,2021,3,1,H1,Pharmaceuticals and Biotechnology,Healthcare,Internal,9609071026,45204908817,2021 H1,1
Nikkei 225,Japan,Atsushi Katsuki,17699502683,1769950,2683,Male,ASAHI GROUP HOLDINGS LTD (Asahi Breweries Ltd prior to 07/2011),No,2502,President/CEO (Representative Director),25/03/2021,08:29.6,847,2.320547945,2021,3,1,H1,Beverages,Consumer,Internal,19426918224,19641698996,2021 H1,1
Nikkei 225,Japan,Junichi Miyakawa,1.47564E+13,1475641,3346817,Male,SOFTBANK CORP,No,9434,President/CEO (Representative Director),01/04/2021,08:29.6,840,2.301369863,2021,4,2,H1,Telecommunication Services,Technology,Internal,46751094561,51342068940,2021 H1,1
Nikkei 225,Japan,Akitoshi Ichii,1.62957E+11,1629565,22644,Male,NSK LTD,No,6471,President/CEO (Representative Executive Officer),01/04/2021,08:29.6,840,2.301369863,2021,4,2,H1,Engineering & Machinery,Industrial & Natural Resources,Internal,7107759257,3467712729,2021 H1,1
Nikkei 225,Japan,Hisayuki (Deko) Idekoba,1.13451E+12,1134512,923175,Male,RECRUIT HOLDINGS CO LTD,No,6098,President/CEO (Representative Director),01/04/2021,08:29.6,840,2.301369863,2021,4,2,H1,Business Services,Technology,Internal,23592452545,54118569193,2021 H1,1
Nikkei 225,Japan,Toshihiro Mibe,1.37516E+11,1375159,15025,Male,HONDA MOTOR CO LTD,No,7267,President/CEO (Representative Executive Officer),01/04/2021,08:29.6,840,2.301369863,2021,4,2,H1,Automobiles & Parts,Industrial & Natural Resources,Internal,1.27314E+11,55137486814,2021 H1,1
Nikkei 225,Japan,Toshio Imai,13755199011,1375519,9011,Male,DENKA COMPANY LTD (Denki Kagaku Kogyo Kabushiki Kaisha prior to 10/2015),No,4061,President/CEO (Representative Director),01/04/2021,08:29.6,840,2.301369863,2021,4,2,H1,Chemicals,Industrial & Natural Resources,Internal,3161721614,1672330562,2021 H1,1
Nikkei 225,Japan,Shingo Okamura,1.91437E+13,1914374,2007241,Male,DENA CO LTD,No,2432,President/CEO (Representative Director),01/04/2021,08:29.6,840,2.301369863,2021,4,2,H1,Software & Computer Services,Technology,Internal,1075144236,1539112150,2021 H1,1
Nikkei 225,Japan,Yuki Kusumi,1.38301E+11,1383010,19818,Male,PANASONIC HOLDINGS CORP (Panasonic Corp prior to 04/2022),No,6752,President/Group CEO (Representative Director),01/04/2021,08:29.6,840,2.301369863,2021,4,2,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,60702509844,30122043463,2021 H1,1
Nikkei 225,Japan,Eiichi Ukai,1.3978E+11,1397803,22671,Male,NTN CORPORATION,No,6472,Executive Officer/President/CEO (Representative Director),01/04/2021,08:29.6,840,2.301369863,2021,4,2,H1,Engineering & Machinery,Industrial & Natural Resources,Internal,5274531040,1139513773,2021 H1,1
Nikkei 225,Japan,Hiroshi Ide,1.90029E+11,1900290,17048,Male,IHI CORP,No,7013,President/CEO (Representative Director),01/04/2021,08:29.6,840,2.301369863,2021,4,2,H1,Engineering & Machinery,Industrial & Natural Resources,Internal,9635976522,4218101066,2021 H1,1
Nikkei 225,Japan,Takeshi Hashimoto,1.01754E+11,1017540,67288,Male,MITSUI OSK LINES LTD,No,9104,President/CEO (Representative Director),01/04/2021,08:29.6,840,2.301369863,2021,4,2,H1,Transport,Industrial & Natural Resources,Internal,10427998676,9187262050,2021 H1,1
Nikkei 225,Japan,Kenichi Hori,1.46594E+11,1465939,20862,Male,MITSUI & CO LTD,No,8031,President/CEO (Representative Director),01/04/2021,08:29.6,840,2.301369863,2021,4,2,H1,Diversified Industrials,Industrial & Natural Resources,Internal,9659439951,56951075693,2021 H1,1
Nikkei 225,Japan,Takayuki Morita,1.26722E+11,1267215,21723,Male,NEC CORPORATION,No,6701,President/CEO (Representative Director),01/04/2021,08:29.6,840,2.301369863,2021,4,2,H1,Information Technology Hardware,Technology,Internal,24762296690,13304401621,2021 H1,1
Nikkei 225,Japan,Yoshihiro Nakai,1.38273E+11,1382731,27529,Male,SEKISUI HOUSE LTD,No,1928,Executive Officer/President/CEO (Representative Director),27/04/2021,08:29.6,814,2.230136986,2021,4,2,H1,Construction & Building Materials,Industrial & Natural Resources,Internal,22497456910,13356398943,2021 H1,1
Nikkei 225,Japan,Toshiyuki Hosoya,1.98296E+13,1982958,1646538,Male,ISETAN MITSUKOSHI HOLDINGS LTD,No,3099,President/CEO (Representative Director),25/06/2021,08:29.6,755,2.068493151,2021,6,2,H1,General Retailers,Consumer,Internal,3436850029,4046462539,2021 H1,1
Nikkei 225,Japan,Teiichi Goto,2.10731E+13,2107311,1264913,Male,FUJIFILM HOLDINGS CORP (Fuji Photo Film Co Ltd prior to 10/2006),No,4901,President/CEO (Representative Director),29/06/2021,08:29.6,751,2.057534247,2021,6,2,H1,Diversified Industrials,Industrial & Natural Resources,Internal,20750453003,24429681647,2021 H1,1
Nikkei 225,Japan,Shingo Hamada,1.78246E+11,1782458,22247,Male,NISSUI CORPORATION (Nippon Suisan Kaisha Ltd prior to 12/2022),No,1332,President/CEO (Representative Director),01/07/2021,08:29.6,749,2.052054795,2021,7,3,H2,Food Producers & Processors,Consumer,Internal,5698934837,1407301263,2021 H2,1
Nikkei 225,Japan,Kei Uruma,1.59585E+11,1595847,20850,Male,MITSUBISHI ELECTRIC CORP,No,6503,President/CEO (Representative Executive Officer),28/07/2021,08:29.6,722,1.978082192,2021,7,3,H2,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,36778743175,30249490036,2021 H2,1
Nikkei 225,Japan,Hiroshi Igarashi,1.85219E+12,1852193,124421,Male,DENTSU GROUP INC (Dentsu Inc prior to 01/2020),No,4324,President/CEO (Representative Director),01/01/2022,08:29.6,565,1.547945205,2022,1,1,H1,Media & Entertainment,Consumer,Internal,9486565373,8623866696,2022 H1,1
Nikkei 225,Japan,Hidehito Takahashi,1.75553E+11,1755534,27846,Male,RESONAC HOLDINGS CORP (Showa Denko KK prior to 01/2023),No,4004,President/CEO (Representative Director),04/01/2022,08:29.6,562,1.539726027,2022,1,1,H1,Chemicals,Industrial & Natural Resources,Internal,12333719002,2998578686,2022 H1,1
Nikkei 225,Japan,Takeyuki Takahashi,2.20905E+11,2209053,20864,Male,MITSUI E&S CO LTD (Mitsui E&S Holdings Co Ltd prior to 04/2023),No,7003,President/CEO (Representative Director),04/01/2022,08:29.6,562,1.539726027,2022,1,1,H1,Engineering & Machinery,Industrial & Natural Resources,Internal,4759756895,332088459,2022 H1,1
Nikkei 225,Japan,Masahiro Kihara,1.90728E+12,1907280,941102,Male,MIZUHO FINANCIAL GROUP INC,No,8411,President/Group CEO (Representative Executive Officer),01/02/2022,08:29.6,534,1.463013699,2022,2,1,H1,Banks,Financial Services,Internal,28416643498,39377197272,2022 H1,1
Nikkei 225,Japan,Eiichiro Ikeda,1.34369E+11,1343694,15138,Male,HOYA CORP,No,7741,CEO (Representative Executive Officer),01/03/2022,08:29.6,506,1.38630137,2022,3,1,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,5507045728,39984240555,2022 H1,1
Nikkei 225,Japan,Po-Hsuan Wu,2.41091E+11,2410909,27747,Male,SHARP CORPORATION,No,6753,President/CEO (Representative Director),01/04/2022,08:29.6,475,1.301369863,2022,4,2,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,20502468555,3685001578,2022 H1,1
Nikkei 225,Japan,Akimoto Uchikawa,2.37852E+11,2378524,30197,Male,TEIJIN LTD,No,3401,President/CEO (Representative Director),01/04/2022,08:29.6,475,1.301369863,2022,4,2,H1,Pharmaceuticals and Biotechnology,Healthcare,Internal,7607983775,2055317121,2022 H1,1
Nikkei 225,Japan,Katsuya Nakanishi,1.79487E+11,1794869,20849,Male,MITSUBISHI CORP,No,8058,President/CEO (Representative Director),01/04/2022,08:29.6,475,1.301369863,2022,4,2,H1,Diversified Industrials,Industrial & Natural Resources,Internal,1.41839E+11,68980886655,2022 H1,1
Nikkei 225,Japan,Toshimitsu (Tom) Taiko,1.63948E+11,1639476,18099,Male,KONICA MINOLTA INC (Konica Minolta Holdings Inc prior to 04/2013),No,4902,President/CEO (Representative Executive Officer),01/04/2022,08:29.6,475,1.301369863,2022,4,2,H1,Information Technology Hardware,Technology,Internal,7487807645,1777607320,2022 H1,1
Nikkei 225,Japan,Taro Fujie,16133741215,1613374,1215,Male,AJINOMOTO CO INC,No,2802,President/CEO (Representative Executive Officer),01/04/2022,08:29.6,475,1.301369863,2022,4,2,H1,Food Producers & Processors,Consumer,Internal,9442633272,20960584464,2022 H1,1
Nikkei 225,Japan,Koji Shibata,12703751401,1270375,1401,Male,ANA HOLDINGS INC,No,9202,President/CEO (Representative Director),01/04/2022,08:29.6,475,1.301369863,2022,4,2,H1,Transport,Industrial & Natural Resources,Internal,8382457651,11537511944,2022 H1,1
Nikkei 225,Japan,Noboru Saito,1.12739E+11,1127391,30076,Male,TDK CORP,No,6762,President/CEO (Representative Director),01/04/2022,08:29.6,475,1.301369863,2022,4,2,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,15626873305,14779312587,2022 H1,1
Nikkei 225,Japan,Keiji Kojima,1.19011E+11,1190106,14855,Male,HITACHI LTD,No,6501,President/CEO (Representative Executive Officer),01/04/2022,08:29.6,475,1.301369863,2022,4,2,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,84328695175,58355088852,2022 H1,1
Nikkei 225,Japan,Naoki Okada,2.30118E+11,2301184,12619,Male,FUJIKURA LTD (Fujikura Electric Wire Corp prior to 10/1992),No,5803,President/CEO (Representative Director),01/04/2022,08:29.6,475,1.301369863,2022,4,2,H1,Electronic & Electrical Equipment,Industrial & Natural Resources,Internal,5507251115,2437800619,2022 H1,1
Nikkei 225,Japan,Hiroyuki Isono,1.37323E+11,1373232,23023,Male,OJI HOLDINGS CORPORATION (Oji Paper Co Ltd prior to 10/2012),No,3861,President/Group CEO (Representative Director),01/04/2022,08:29.6,475,1.301369863,2022,4,2,H1,Forestry & Paper,Industrial & Natural Resources,Internal,12078087277,3680528165,2022 H1,1
Nikkei 225,Japan,Sadao Mino,1.8497E+11,1849697,14868,Male,HITACHI ZOSEN CORP,No,7004,President/CEO (Representative Director),01/04/2022,08:29.6,475,1.301369863,2022,4,2,H1,Engineering & Machinery,Industrial & Natural Resources,Internal,3629577117,1073441916,2022 H1,1
Nikkei 225,Japan,Masaru Kawaguchi,1.78385E+13,1783852,2015416,Male,BANDAI NAMCO HOLDINGS INC,No,7832,President (Representative Director)/Group CEO,20/06/2022,08:29.6,395,1.082191781,2022,6,2,H1,Leisure Goods,Consumer,Internal,7305785334,14893218271,2022 H1,1
Nikkei 225,Japan,Akira Shimada,1.20293E+11,1202934,22250,Male,NIPPON TELEGRAPH AND TELEPHONE CORP (NTT),No,9432,President/CEO (Representative Director),24/06/2022,08:29.6,391,1.071232877,2022,6,2,H1,Telecommunication Services,Technology,Internal,99871121499,1.04938E+11,2022 H1,1
Nikkei 225,Japan,Hisashi Shibata,1.4019E+11,1401897,27816,Male,SHIZUOKA FINANCIAL GROUP INC (Shizuoka Bank Ltd (The) prior to 10/2022),No,5831,President/CEO (Representative Director),03/10/2022,08:29.6,290,0.794520548,2022,10,4,H2,Banks,Financial Services,Internal,2034803384,4231276178,2022 H2,1
Nikkei 225,Japan,Masao Asami,17920989987,1792098,9987,Male,EBARA CORP,No,6361,President/CEO/COO/Representative Executive Officer,01/01/2023,08:29.6,200,0.547945205,2023,1,1,H1,Engineering & Machinery,Industrial & Natural Resources,Internal,5192705235,4415285576,2023 H1,1
Nikkei 225,Japan,Masanori Katayama,1.19474E+13,1194744,1101291,Male,ISUZU MOTORS LTD,No,7202,Chairman/CEO (Representative Director),01/04/2023,08:29.6,110,0.301369863,2023,4,2,H1,Automobiles & Parts,Industrial & Natural Resources,Internal,20656122791,9351100823,2023 H1,1
Nikkei 225,Japan,Hiromi Yamaji,1.03855E+13,1038545,1286789,Male,JAPAN EXCHANGE GROUP INC,No,8697,CEO (Representative Executive Officer),01/04/2023,08:29.6,110,0.301369863,2023,4,2,H1,Speciality & Other Finance,Financial Services,Internal,1114323889,9389655992,2023 H1,1
Nikkei 225,Japan,Masahiro Moro,1.37355E+11,1373547,19900,Male,MAZDA MOTOR CORPORATION,No,7261,President/CEO (Representative Director),27/06/2023,08:29.6,23,0.063013699,2023,6,2,H1,Automobiles & Parts,Industrial & Natural Resources,Internal,25635183874,6096957275,2023 H1,1
Nikkei 225,Japan,Atsushi Nakajima,1.59996E+11,1599957,20851,Male,MITSUBISHI ESTATE CO LTD,No,8802,President/CEO (Representative Corporate Executive Officer),01/04/2023,08:29.6,110,0.301369863,2023,4,2,H1,Real Estate,Financial Services,Internal,11086708137,15729593816,2023 H1,1
Nikkei 225,Japan,Takashi Ueda,1.26695E+11,1266945,20865,Male,MITSUI FUDOSAN CO LTD,No,8801,President/CEO,01/04/2023,08:29.6,110,0.301369863,2023,4,2,H1,Real Estate,Financial Services,Internal,17259668308,18503870708,2023 H1,1
